HOLDING_CODE,OBJECTID..,SURVTYPE,SLR,ITEM7,ITEM11,ITEM12,ITEM40,ITEM157,ITEM170,ITEM122,ITEM145,ITEM2479,ITEM1703,ITEM1707,ITEM459,ITEM538,ITEM1825,ITEM1827,ITEM1828,ITEM1830,ITEM2495,ITEM1668,ITEM2512,ITEM2513,ITEM2514,ITEM2492,ITEM2499,ITEM1870,ITEM1871,ITEM1875,ITEM1872,ITEM1874,ITEM2500,ITEM2501,ITEM2502,ITEM1876,ITEM2503,ITEM2504,ITEM2505,TOTDAAREA,TOTNONLFAAREA,TOTSDAAREA,ITEM2482,ITEM2483,ITEM2484,ITEM2485,ITEM2486,ITEM2487,ITEM2321,ITEM2322,ITEM47,ITEM48,ITEM100,ITEM102,ITEM104,ITEM106,cattle.beef,cattle.dairy,calf.beef,calf.dairy,breeder.beef,breeder.dairy,service.bull,cattle.other,cattle.all
050/0132,1705,SAF+FSE,2.781347,0,246.5,246.5,226.34,542,0,0,0,0,0,0,1,0,6,0,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,246.5,0,0,0,0,0,0,0,0,7.94,0,1.37,0,0,0,0,5,0,2,1,0,0,1,3,12
050/0139,1727,Main+FSE,0.051158,24.3,0,24.3,0,0,0,0,0,0,0,1,2,2,6,5,1,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,46,0,44,0,0,0,2,0,92
050/0145,1729,NA,1.080021,0,115.7,115.7,17.73,0,11,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.7,0,0,0,0,0,0,40,13.55,9.58,31.53,0,0,0,0,128,0,43,37,0,0,2,44,254
050/0168,1732,NA,4.369463,0,499.52,499.52,501.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.75,0,0,0,0,0,0,0,0,7.77,0,6.47,0,0,0,0,20,334,30,62,0,68,2,116,632
050/0174,28120,Minor,0.005042,0,2.4,2.4,0.02,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.4,NA,NA,NA,NA,NA,NA,0.177,0.843,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6
050/0175,1733,SAF+FSE,0.982358,0,48.4,48.4,19.65,0,0,152,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4,0,0,0,0,0,0,0,26.37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,87,91
050/0191,1757,NA,2.588621,0,152.15,152.15,74.36,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.27,119.35,0,0,0,0,0,0,0,95.41,1.26,0.6,0,0,0,0,0,131,0,38,36,0,0,3,119,327
050/0194,1758,SAF+FSE,4.515874,0,50.23,50.23,37.32,2016,0,0,0,0,0,1,1,1,5,3,2,6,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.23,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,39,0,0,0,0,0,0,95,134
050/0196,1759,SAF+FSE,2.588784,137.62,135.2,272.82,189.06,0,0,147,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,272.82,0,0,0,0,0,0,0,24.62,30.82,0.02,23.99,0,0,0,0,59,0,0,0,0,0,0,59,118
050/0200,1760,SAF+FSE,2.781805,0,183.4,183.4,84.98,0,0,366,0,0,0,0,1,0,5,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4,0,0,0,0,0,0,0,45.84,49.03,0,0,0,0,0,0,57,0,0,65,0,0,0,410,532
050/0206,1784,NA,1.787853,169.27,0,169.27,154.3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.27,0,0,0,0,0,0,0,11.26,4.22,0,0,0,0,0,0,90,0,31,26,0,0,2,85,234
050/0211,1785,NA,0.724968,107.36,0,107.36,87.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.42,0,0,0,0,0,0,0,12.04,4.42,0,0,0,0,0,0,6,0,1,0,0,0,1,0,8
050/0216,1789,NA,0.0093,4.35,0,4.35,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,2.98,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
050/0217,1811,SAF+FSE,3.443463,278.36,0,278.36,182.52,0,0,287,0,0,1,1,0,1,0,7,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,278.36,0,0,0,0,0,0,0,5.82,82.65,0,0,0,0,0,0,0,0,0,0,0,0,0,504,504
050/0233,1814,SAF+FSE,0.1392,0,9.8,9.8,0,0,0,25,0,1,0,0,1,0,5,0,3,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
050/0235,1815,Main+FSE,0.085505,0,40.28,40.28,0,0,0,3,2,0,0,0,2,0,3,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40.28,0,0,0,0,0,0,0,0,31.8,1.9,3.4,0,0,0,0,0,0,0,2,1,0,0,0,3
050/0248,1816,SAF+FSE,0.161992,0,9.95,9.95,0,0,0,26,0,0,0,0,1,0,7,0,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,0,0,0,0,0,0,0,7.95,1.99,0,0,0,0,0,13,0,6,5,1,0,0,0,25
050/0249,28150,Main+FSE,0.005921,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,2,0,1,0,0,0,0,0,3
050/0255,28173,Minor,0.020516,0,10.37,10.37,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.37,0,NA,NA,NA,NA,NA,NA,1.63,7.74,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21
050/0267,1839,NA,6.262447,0,185.09,185.09,67.93,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.99,71.1,0,0,0,0,0,0,108.55,0,0,0,161,41,9,13,114,0,24,16,22,0,0,203,379
050/0271,1840,SAF+FSE,2.085816,98.52,0,98.52,49.54,0,0,160,200,0,1,1,0,1,0,7,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,98.52,0,0,0,0,0,0,0,0,51.1,2.06,0,0,0,0,0,30,0,0,0,0,0,0,188,218
050/0273,28179,Main+FSE,0.0267,0,21.87,21.87,0,0,0,0,0,0,0,0,1,0,7,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.87,0,0,0,0,0,0,0,0,7.17,14.7,0,0,0,0,0,3,0,0,1,5,0,0,0,9
050/0278,1841,NA,0.974318,0,57.12,57.12,0,0,0,89,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.96,17.05,0,0,0,0,0,0,0,0,7.79,0,38.29,0,0,0,0,40,0,13,9,0,0,0,31,93
050/0279,28201,NA,0.0284,0,2.6,2.6,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.6,0,NA,NA,NA,NA,NA,NA,0,2.24,0,0,0,0,1,0,2,0,1,2,2,0,0,0,7
051/0010,1896,NA,2.531153,0,206.39,206.39,129.98,0,0,151,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.94,0,0,0,0,0,0,0,40.47,3.66,0,3.48,0,0,0,0,0,0,0,0,0,0,0,122,122
051/0013,1898,SAF+FSE,0.700095,116,0,116,81.74,0,0,0,0,0,0,0,2,0,7,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,31.37,0,0,0,0,0,0,0,43,0,0,29,0,0,0,0,72
051/0021,1899,SAF+FSE,1.196337,0,112.5,112.5,57.62,0,0,106,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,47.77,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179
051/0023,1900,NA,1.313408,0,122.3,122.3,59.49,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.3,0,0,0,0,0,0,0,56.37,0,0.13,0,0,0,0,0,9,0,1,4,0,50,0,41,105
051/0025,1901,SAF+FSE,0.542632,31.6,0,31.6,2.84,0,0,97,0,0,0,0,1,0,6,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,0,0,0,0,0,0,0,27.29,1.2,0,0,0,0,0,0,1,0,0,0,1,0,0,22,24
051/0028,1922,SAF+FSE,0.421074,45.6,0,45.6,0,0,0,64,0,0,0,1,1,1,5,5,3,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,44.76,0,0,0,0,0,0,0,26,0,28,9,6,0,9,17,95
051/0031,1923,SAF+FSE,2.462103,0,171.34,171.34,59.58,0,24,301,0,0,0,0,1,0,4,0,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55.73,117.29,0,0,0,0,0,0,0,47.43,32.39,10.69,8.98,0,0,0,0,240,0,107,90,0,0,6,2,445
051/0034,1924,SAF+FSE,1.998295,0,117.38,117.38,83.68,0,0,0,0,0,0,0,1,0,5,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,117.38,0,0,0,0,0,0,0,0.89,0,0,31.75,0,0,0,0,10,0,0,0,0,0,0,170,180
051/0041,1927,NA,0.646768,7.67,80.32,87.99,55.08,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.37,0,0,0,0,0,0,0,16,6.44,0,5.19,0,0,0,0,0,0,2,12,18,0,0,0,32
051/0050,1950,NA,7.857324,0,472.31,472.31,0,0,0,388,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.26,101.02,0,0,0,0,0,0,247.55,69.52,63.83,8.64,0,0,0,0,74,0,19,17,0,0,3,271,384
051/0056,1951,SAF+FSE,5.745532,0,259.17,259.17,173.65,0,0,324,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.17,0,0,0,0,0,0,0,79.24,0,0,0,143,0,3,0,0,139,17,19,15,0,0,0,190
051/0057,1952,SAF+FSE,13.381353,0,293.64,293.64,240.78,8414,0,0,0,0,0,0,1,0,6,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,293.64,0,0,0,0,0,0,0,33.73,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,220,220
051/0065,1978,SAF+FSE,7.584505,4.6,265.92,270.52,138.97,0,0,547,0,0,0,0,1,0,5,0,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.52,0,0,0,0,0,0,0,100.46,17.97,1.86,0.42,190,24,23,48,0,270,98,70,0,78,2,0,518
051/0070,1979,SAF+FSE,1.924934,0,146.58,146.58,77.9,0,0,105,285,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.58,0,0,0,0,0,0,0,63.33,1.81,0.18,3.36,0,0,0,0,163,0,0,0,0,0,0,163,326
051/0072,1980,SAF+FSE,2.449689,0,169.58,169.58,135.31,0,0,241,0,0,0,0,1,0,6,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.58,0,0,0,0,0,0,0,10.99,17.7,0,0.14,0,0,0,0,32,0,13,17,0,0,1,59,122
051/0077,1981,SAF+FSE,0.930263,0,77.58,77.58,0,0,0,12,405,0,0,0,1,0,5,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.23,0,0,0,0,0,0,0,53.01,21.08,0,1.75,0,0,0,0,29,0,7,7,0,0,1,43,87
051/0080,1982,SAF+FSE,0.876916,110,2,112,61.68,0,0,39,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,112,0,0,0,0,0,0,0,45.26,0,0,1.99,0,0,0,0,5,0,66,32,0,0,1,17,121
051/0081,1983,SAF+FSE,5.267247,0,134.08,134.08,7.7,0,0,81,2633,0,0,0,1,0,4,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.08,0,0,0,0,0,0,0,96.28,28.4,0,0,0,0,0,0,47,0,0,0,0,0,0,177,224
051/0082,2005,NA,1.463732,0,323.7,323.7,143.26,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.7,0,0,0,0,0,0,0,19.85,2.31,0,144.38,0,0,0,7,0,262,89,74,0,59,2,13,499
051/0084,2006,NA,1.12245,0,75.79,75.79,25.72,0,0,82,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8,0,0,0,0,0,0,0,61.7,13.2,2.2,0,0,0,0,0,0,0,25,0,18,0,0,25,68
051/0096,2010,NA,1.829463,0,106.2,106.2,88.06,0,0,2,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.2,0,0,0,0,0,0,0,14.2,0,0,1.06,0,0,0,0,38,0,0,0,0,0,1,4,43
051/0115,2033,SAF+FSE,0.192074,0,5.42,5.42,0,0,2,38,0,0,0,0,1,0,7,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,1.64,3.26,0,0,0,0,0,0,54,0,0,0,0,0,1,0,55
052/0002,2036,SAF+FSE,2.280232,89,37.8,126.8,98.49,0,0,264,0,0,0,0,1,0,3,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8,0,0,0,0,0,0,0,20.68,0.01,0.12,3.25,0,0,0,0,8,0,1,0,1,0,0,88,98
052/0023,2037,SAF+FSE,3.671276,0,487.45,487.45,76.54,0,0,451,0,0,1,1,0,1,0,5,0,6,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.7,20.75,0,0,0,0,0,0,159.27,89.22,8.71,130.78,0,0,0,0,65,0,35,32,0,0,4,49,185
052/0033,2039,SAF+FSE,0.279937,0,19.6,19.6,0,0,0,51,0,0,0,0,1,0,5,0,3,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,14.32,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
052/0034,2061,NA,3.18855,0,261.66,261.66,87.51,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.23,0,0,0,0,0,0,0,85.55,45,4.73,0,0,0,0,0,0,0,0,0,0,0,0,103,103
052/0038,2062,NA,0.763679,46.1,0,46.1,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,0,0,0,0,0,0,0,0,48.49,0.02,0,0,0,0,0,40,0,25,7,0,0,1,0,73
052/0040,2063,SAF+FSE,0.2148,0,102.38,102.38,0,0,0,0,0,0,1,1,0,1,0,5,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.38,0,0,0,0,0,0,0,0,102.03,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
052/0055,2066,SAF+FSE,2.752647,214.41,0,214.41,182.27,839,0,0,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.21,0,0,0,0,0,0,0,18.76,8.31,0,0.13,0,0,0,0,0,132,35,42,6,46,0,14,275
053/0001,2089,SAF+FSE,5.802018,112.82,518.45,631.27,310.54,0,0,385,0,0,0,1,1,1,5,6,1,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.87,42.5,0,0,0,0,0,0,59.24,225.37,22.03,488.72,0,0,0,0,119,0,71,50,14,0,5,64,323
053/0005,2091,SAF+FSE,5.272316,14.8,131.9,146.7,32.73,0,0,345,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7,0,0,0,0,0,0,0,94.45,0,0,0,178,18,0,45,0,105,4,10,0,19,2,5,145
053/0008,2093,SAF+FSE,4.0757,207.08,0,207.08,117.25,0,0,504,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.08,0,0,0,0,0,0,0,85.42,0,0,0,0,0,0,0,158,0,48,55,0,0,5,237,503
053/0028,2118,SAF+FSE,0.797326,0,86.57,86.57,73.61,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.57,0,0,0,0,0,0,0,7.86,2.82,0,0,0,0,0,0,13,0,0,0,0,0,0,120,133
053/0036,2122,SAF+FSE,1.823879,0,266.4,266.4,180.25,0,0,0,0,0,0,0,1,0,6,0,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.15,96.25,0,0,0,0,0,0,16.01,48.47,0,0,0,0,0,0,88,0,48,36,0,0,3,26,201
053/0053,2123,SAF+FSE,3.0478,143.37,174.94,318.31,51.34,0,0,389,0,0,0,0,1,0,6,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,156.14,162.17,0,0,0,0,0,0,96.79,138.79,7.8,0.46,0,0,15,0,74,146,59,73,12,15,5,72,456
053/0065,1707,SAF+FSE,1.032421,11.9,0,11.9,10.68,0,0,200,0,0,0,0,1,0,5,0,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,47,0,0,0,0,180,266
053/0081,1712,SAF+FSE,1.610976,0,63.65,63.65,19.8,0,0,131,388,0,0,0,1,0,5,0,5,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.65,0,0,0,0,0,0,0,1.76,37.18,3.47,0,0,0,0,0,36,0,19,14,7,0,2,5,83
053/0082,1734,SAF+FSE,10.958313,0,273.35,273.35,179.6,4273,0,282,0,0,0,0,1,0,7,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.25,55.1,0,0,0,0,0,0,63.84,29.11,1.63,0,0,0,0,0,80,0,42,30,0,0,3,126,281
053/0087,1735,NA,11.049189,0,240.27,240.27,366.79,1346,0,171,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.1,0,0,0,0,0,0,0,197,3.96,5.6,10.42,0,0,0,0,0,0,60,0,46,0,0,0,106
053/0090,28026,SAF+FSE,0.006205,0,5.9,5.9,0,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,2.67,0.74,0,0,0,0,0,9,0,3,4,0,0,0,0,16
053/0095,1738,SAF+FSE,1.827013,0,167.01,167.01,94.73,0,26,80,0,0,0,0,1,0,5,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.01,0,0,0,0,0,0,0,56.05,4.62,1.2,0,0,0,0,0,43,0,0,0,0,0,0,109,152
053/0097,1739,SAF+FSE,0.123284,0,7.9,7.9,0,0,0,22,0,0,0,0,1,0,7,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
053/0105,1740,NA,1.116632,0,55.06,55.06,39.96,625,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.26,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
053/0106,1762,SAF+FSE,1.884097,0,99.87,99.87,50.36,0,0,237,0,0,0,0,1,0,5,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34.13,65.74,0,0,0,0,0,0,0,29.34,15.46,3.59,0,0,0,0,0,37,0,12,19,20,0,1,14,103
053/0112,1763,SAF+FSE,0.022474,0,11.4,11.4,0,0,0,0,0,0,0,0,1,0,6,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,6.88,3.48,0.84,0,0,0,0,0,19,0,0,0,8,0,0,0,27
053/0113,28050,NA,0.007263,0,3.45,3.45,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,3.45,0,NA,NA,NA,NA,NA,NA,1.794,1.656,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
053/0118,1765,SAF+FSE,0.306232,0,8.1,8.1,0,0,0,61,0,0,0,0,1,0,6,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,8.21,0,0,0,0,0,0,18,0,0,0,0,0,0,59,77
053/0122,1766,NA,0.428439,0,60.62,60.62,15.16,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.62,0,0,0,0,0,0,19.49,4.16,19.49,0,0,0,0,0,25,0,3,0,0,0,0,51,79
053/0135,1768,NA,0.492516,0,30.4,30.4,10.62,0,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,20.62,0,0,0,0,0,0,0,22,0,5,10,0,0,1,22,60
053/0140,1791,SAF+FSE,0.318568,0,17.07,17.07,0,0,0,53,0,0,0,0,1,0,4,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,0,0,0,0,0,0,0,15.05,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73
053/0143,1792,SAF+FSE,0.298884,0,20.1,20.1,4.48,0,0,23,0,0,0,0,1,0,6,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,10.33,4.99,0,0,7,0,0,0,8,1,2,1,29,0,1,5,47
053/0144,1793,SAF+FSE,2.121892,0,125.39,125.39,97.63,0,0,214,28,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.39,0,0,0,0,0,0,0,22.25,8.94,0.65,0.24,0,0,0,0,13,0,27,16,66,0,0,61,183
053/0149,1794,SAF+FSE,0.322674,0,37.2,37.2,9.02,0,0,36,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,0,0,0,0,0,0,0,27.17,0,0,0,0,0,0,16,0,0,0,0,0,0,30,46
053/0156,1796,SAF+FSE,2.754553,0,153.65,153.65,64.19,0,0,103,861,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.71,86.94,0,0,0,0,0,0,0,83.85,2.35,0,0,0,0,0,0,51,0,22,107,0,0,1,170,351
053/0160,1819,NA,0.021074,0,26.7,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,5.99,4.02,0,15.26,0,0,0,0,15,0,0,0,0,0,0,17,32
053/0166,1820,SAF+FSE,0.861803,0,76.32,76.32,31.42,0,0,61,98,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.59,36.73,0,0,0,0,0,0,0,23.16,1.7,16.43,0,0,0,0,0,20,0,0,0,0,0,0,83,103
053/0175,28129,NA,0.007579,0,3.6,3.6,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,2.83,0,0,NA,NA,NA,NA,NA,NA,1.872,1.728,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
053/0184,1823,NA,1.789921,0,185.9,185.9,70.31,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.28,3.82,0,0,0,0,0,0,0,90.27,4.15,11.38,6.17,0,0,0,0,143,0,65,54,0,0,4,80,346
053/0195,1846,SAF+FSE,0.9312,44.85,4.45,49.3,0,0,0,176,0,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,0,0,0,0,0,0,0,46.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180
054/0005,1850,NA,0.024653,118.23,0,118.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50
054/0022,1852,SAF+FSE,2.666571,0,141.61,141.61,31.97,0,34,265,418,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.61,0,0,0,0,0,0,0,98.29,10.53,0.03,0,0,0,0,0,105,0,32,46,20,0,4,49,256
054/0031,1874,SAF+FSE,1.628697,0,54.6,54.6,19.67,0,0,157,328,0,0,0,1,0,6,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,0,0,0,0,0,0,0,33.3,0,0.33,0.3,0,0,0,0,36,0,20,13,0,0,1,96,166
